"Arion":"awc-arion.png":"http://www.arion-petfood.es/productos/arion-titanium-pro-2/":"gold"
"Cuarte Asegura2":"awc-cuarte_asegurados.png":"http://www.aseguratelo.com/":"silver"
"Hospital Veterinario de Zaragoza":"awc-hospital_veterinariocolor.jpeg":"http://hcv.unizar.es/":"silver"
"Pabellon Principe Felipe":"awc-principe_felipe.png":"http://principefelipe.zaragozadeporte.com/":"silver"
"Bayer":"awc-bayer.png":"http://bayervet.net/":"gold"
"Dejemos huella":"awc-dejemos_huella.jpg":"https://www.facebook.com/DejemosHuellaBayer/":"gold"
"Kalibo":"awc-kalibo.jpg":"http://www.kalibo.com/":"silver"
"TipoLinea":"awc-tipolinea.png":"http://www.tipolinea.es/":"silver"
"Clinica Miralbueno":"awc-clinica_miralbueno.jpg":"http://www.clinicaveterinariamiralbueno.com/":"silver"
"GaliCan":"awc-galican.png":"http://www.galican.com/es/":"gold"
"L'Almozara":"awc-la_almozara.png":"http://www.clubagilitylalmozara.com/":"gold"
"Turismo de Zaragoza":"awc-zaragoza.png":"http://www.zaragoza.es/ciudad/turismo/":"silver"
"ColorBase":"awc-colorbase.png":"http://www.rotuloscolorbase.com/":"silver"
"Goya Automocion":"awc-goya_automocion.jpg":"http://www.goyaautomocion.com/":"silver"
"Mondo":"awc-mondo.jpg":"http://www.mondoworldwide.com/index.cfm":"gold"
