#esta linea se ignora
# debe haber al menos tres gold y cinco silver, aunque sea null
"extragold2":"null.png":"http://www.agilitycontest.es":"gold"
"extragold3":"null.png":"http://www.agilitycontest.es":"gold"
"El Nogueral":"rfec_2021/elnogueral.png":"http://www.artesaniaelnogueral.es":"silver"
"Dibaq":"rfec_2021/dibaq.png":"http://dibaq.com":"silver"
"GaliCan":"rfec_2021/galican.png":"http://www.galican.com/es/":"silver"
"Ayuntamiento de Oviedo":"rfec_2021/oviedo.png":"http://www.oviedo.es":"silver"
"Cadarma":"rfec_2021/cadarma.png":"http://cadarma.es":"silver"
"zonecron":"rfec_2021/zonecron.png":"https://www.facebook.com/ZonEcron":"silver"
"pozuelo":"rfec_2021/pozuelo.png":"https://www.adagilitypozuelo.es/":"gold"
