"Arion":"awc/awc-arion.png":"http://www.arion-petfood.es/productos/arion-titanium-pro-2/":"gold"
"Bayer":"awc/awc-bayer.png":"http://bayervet.net/":"gold"
"Dejemos huella":"awc/awc-dejemos_huella.jpg":"https://www.facebook.com/DejemosHuellaBayer/":"gold"
"GaliCan":"awc/awc-galican.png":"http://www.galican.com/es/":"gold"
"L'Almozara":"awc/awc-la_almozara.png":"http://www.clubagilitylalmozara.com/":"gold"
"Mondo":"awc/awc-mondo.jpg":"http://www.mondoworldwide.com/index.cfm":"gold"
"Cuarte Asegura2":"awc/awc-cuarte_asegurados.png":"http://www.aseguratelo.com/":"silver"
"Hospital Veterinario de Zaragoza":"awc/awc-hospital_veterinariocolor.jpeg":"http://hcv.unizar.es/":"silver"
"Pabellon Principe Felipe":"awc/awc-principe_felipe.png":"http://principefelipe.zaragozadeporte.com/":"silver"
"Kalibo":"awc/awc-kalibo.jpg":"http://www.kalibo.com/":"silver"
"Clinica Miralbueno":"awc/awc-clinica_miralbueno.jpg":"http://www.clinicaveterinariamiralbueno.com/":"silver"
"Turismo de Zaragoza":"awc/awc-zaragoza.png":"http://www.zaragoza.es/ciudad/turismo/":"silver"
"ColorBase":"awc/awc-colorbase.png":"http://www.rotuloscolorbase.com/":"silver"
"Goya Automocion":"awc/awc-goya_automocion.jpg":"http://www.goyaautomocion.com/":"silver"
